id,area,timestep,b,load,shedding,dumping
581,2,50,0,263.81,0.0,0.0
582,2,50,1,263.81,0.0,0.0
583,2,50,2,263.81,0.0,0.0
584,2,50,3,263.81,0.0,0.0
585,2,51,0,273.09,0.0,0.0
586,2,51,1,273.09,0.0,0.0
587,2,51,2,273.09,0.0,0.0
588,2,51,3,273.09,0.0,0.0
589,2,52,0,267.26,0.0,0.0
590,2,52,1,267.26,0.0,0.0
591,2,52,2,267.26,0.0,0.0
592,2,52,3,267.26,0.0,0.0
593,2,53,0,239.68,0.0,0.0
594,2,53,1,239.68,0.0,0.0
595,2,53,2,239.68,0.0,0.0
596,2,53,3,239.68,0.0,0.0
597,2,54,0,213.08,0.0,0.0
598,2,54,1,213.08,0.0,0.0
599,2,54,2,213.08,0.0,0.0
600,2,54,3,213.08,0.0,0.0
601,2,55,0,211.09,0.0,0.0
602,2,55,1,211.09,0.0,0.0
603,2,55,2,211.09,0.0,0.0
604,2,55,3,211.09,0.0,0.0
605,2,56,0,228.03,0.0,0.0
606,2,56,1,228.03,0.0,0.0
607,2,56,2,228.03,0.0,0.0
608,2,56,3,228.03,0.0,0.0
609,2,57,0,268.78,0.0,0.0
610,2,57,1,268.78,0.0,0.0
611,2,57,2,268.78,0.0,0.0
612,2,57,3,268.78,0.0,0.0
613,2,58,0,311.48,0.0,0.0
614,2,58,1,311.48,0.0,0.0
615,2,58,2,311.48,0.0,0.0
616,2,58,3,311.48,0.0,0.0
617,2,59,0,336.94,0.0,0.0
618,2,59,1,336.94,0.0,0.0
619,2,59,2,336.94,0.0,0.0
620,2,59,3,336.94,0.0,0.0
621,2,60,0,353.27,0.0,0.0
622,2,60,1,353.27,0.0,0.0
623,2,60,2,353.27,0.0,0.0
624,2,60,3,353.27,0.0,0.0
625,2,61,0,369.78,0.0,0.0
626,2,61,1,369.78,0.0,0.0
627,2,61,2,369.78,0.0,0.0
628,2,61,3,369.78,0.0,0.0
629,2,62,0,385.13,0.0,0.0
630,2,62,1,385.13,0.0,0.0
631,2,62,2,385.13,0.0,0.0
632,2,62,3,385.13,0.0,0.0
633,2,63,0,383.83,0.0,0.0
634,2,63,1,383.83,0.0,0.0
635,2,63,2,383.83,0.0,0.0
636,2,63,3,383.83,0.0,0.0
637,2,64,0,360.15,0.0,0.0
638,2,64,1,360.15,0.0,0.0
639,2,64,2,360.15,0.0,0.0
640,2,64,3,360.15,0.0,0.0
641,2,65,0,310.14,0.0,0.0
642,2,65,1,310.14,0.0,0.0
643,2,65,2,310.14,0.0,0.0
644,2,65,3,310.14,0.0,0.0
645,2,66,0,261.65,0.0,0.0
646,2,66,1,261.65,0.0,0.0
647,2,66,2,261.65,0.0,0.0
648,2,66,3,261.65,0.0,0.0
649,2,67,0,236.97,0.0,0.0
650,2,67,1,236.97,0.0,0.0
651,2,67,2,236.97,0.0,0.0
652,2,67,3,236.97,0.0,0.0
653,2,68,0,226.61,0.0,0.0
654,2,68,1,226.61,0.0,0.0
655,2,68,2,226.61,0.0,0.0
656,2,68,3,226.61,0.0,0.0
657,2,69,0,230.31,0.0,0.0
658,2,69,1,230.31,0.0,0.0
659,2,69,2,230.31,0.0,0.0
660,2,69,3,230.31,0.0,0.0
661,2,70,0,234.4,0.0,0.0
662,2,70,1,234.4,0.0,0.0
663,2,70,2,234.4,0.0,0.0
664,2,70,3,234.4,0.0,0.0
665,2,71,0,230.4,0.0,0.0
666,2,71,1,230.4,0.0,0.0
667,2,71,2,230.4,0.0,0.0
668,2,71,3,230.4,0.0,0.0
669,2,72,0,223.58,0.0,0.0
670,2,72,1,223.58,0.0,0.0
671,2,72,2,223.58,0.0,0.0
672,2,72,3,223.58,0.0,0.0
673,2,73,0,207.89,0.0,0.0
674,2,73,1,207.89,0.0,0.0
675,2,73,2,207.89,0.0,0.0
676,2,73,3,207.89,0.0,0.0
677,2,74,0,193.03,0.0,0.0
678,2,74,1,193.03,0.0,0.0
679,2,74,2,193.03,0.0,0.0
680,2,74,3,193.03,0.0,0.0
681,2,75,0,193.97,0.0,0.0
682,2,75,1,193.97,0.0,0.0
683,2,75,2,193.97,0.0,0.0
684,2,75,3,193.97,0.0,0.0
685,2,76,0,210.27,0.0,0.0
686,2,76,1,210.27,0.0,0.0
687,2,76,2,210.27,0.0,0.0
688,2,76,3,210.27,0.0,0.0
689,2,77,0,250.46,0.0,0.0
690,2,77,1,250.46,0.0,0.0
691,2,77,2,250.46,0.0,0.0
692,2,77,3,250.46,0.0,0.0
693,2,78,0,292.12,0.0,0.0
694,2,78,1,292.12,0.0,0.0
695,2,78,2,292.12,0.0,0.0
696,2,78,3,292.12,0.0,0.0
697,2,79,0,308.98,0.0,0.0
698,2,79,1,308.98,0.0,0.0
699,2,79,2,308.98,0.0,0.0
700,2,79,3,308.98,0.0,0.0
701,2,80,0,305.32,0.0,0.0
702,2,80,1,305.32,0.0,0.0
703,2,80,2,305.32,0.0,0.0
704,2,80,3,305.32,0.0,0.0
705,2,81,0,274.36,0.0,0.0
706,2,81,1,274.36,0.0,0.0
707,2,81,2,274.36,0.0,0.0
708,2,81,3,274.36,0.0,0.0
709,2,82,0,244.32,0.0,0.0
710,2,82,1,244.32,0.0,0.0
711,2,82,2,244.32,0.0,0.0
712,2,82,3,244.32,0.0,0.0
713,2,83,0,242.48,0.0,0.0
714,2,83,1,242.48,0.0,0.0
715,2,83,2,242.48,0.0,0.0
716,2,83,3,242.48,0.0,0.0
717,2,84,0,261.33,0.0,0.0
718,2,84,1,261.33,0.0,0.0
719,2,84,2,261.33,0.0,0.0
720,2,84,3,261.33,0.0,0.0
721,2,85,0,309.83,0.0,0.0
722,2,85,1,309.83,0.0,0.0
723,2,85,2,309.83,0.0,0.0
724,2,85,3,309.83,0.0,0.0
725,2,86,0,360.35,0.0,0.0
726,2,86,1,360.35,0.0,0.0
727,2,86,2,360.35,0.0,0.0
728,2,86,3,360.35,0.0,0.0
729,2,87,0,383.0,0.0,0.0
730,2,87,1,383.0,0.0,0.0
731,2,87,2,383.0,0.0,0.0
732,2,87,3,383.0,0.0,0.0
733,2,88,0,385.01,0.0,0.0
734,2,88,1,385.01,0.0,0.0
735,2,88,2,385.01,0.0,0.0
736,2,88,3,385.01,0.0,0.0
737,2,89,0,376.24,0.0,0.0
738,2,89,1,376.24,0.0,0.0
739,2,89,2,376.24,0.0,0.0
740,2,89,3,376.24,0.0,0.0
741,2,90,0,365.85,0.0,0.0
742,2,90,1,365.85,0.0,0.0
743,2,90,2,365.85,0.0,0.0
744,2,90,3,365.85,0.0,0.0
745,2,91,0,345.5,0.0,0.0
746,2,91,1,345.5,0.0,0.0
747,2,91,2,345.5,0.0,0.0
748,2,91,3,345.5,0.0,0.0
749,2,92,0,306.82,0.0,0.0
750,2,92,1,306.82,0.0,0.0
751,2,92,2,306.82,0.0,0.0
752,2,92,3,306.82,0.0,0.0
753,2,93,0,253.09,0.0,0.0
754,2,93,1,253.09,0.0,0.0
755,2,93,2,253.09,0.0,0.0
756,2,93,3,253.09,0.0,0.0
757,2,94,0,199.91,0.0,0.0
758,2,94,1,199.91,0.0,0.0
759,2,94,2,199.91,0.0,0.0
760,2,94,3,199.91,0.0,0.0
761,2,95,0,153.47,0.0,0.0
762,2,95,1,153.47,0.0,0.0
763,2,95,2,153.47,0.0,0.0
764,2,95,3,153.47,0.0,0.0
765,2,96,0,108.11,0.0,0.0
766,2,96,1,108.11,0.0,30.21
767,2,96,2,108.11,0.0,0.0
768,2,96,3,108.11,0.0,0.0
769,3,1,0,133.16,0.0,0.0
770,3,1,1,133.16,0.0,0.0
771,3,1,2,133.16,0.0,0.0
772,3,1,3,133.16,0.0,0.0
773,3,2,0,154.46,0.0,0.0
774,3,2,1,154.46,0.0,0.0
775,3,2,2,154.46,0.0,0.0
776,3,2,3,154.46,0.0,0.0
777,3,3,0,185.46,0.0,0.0
778,3,3,1,185.46,0.0,0.0
779,3,3,2,185.46,0.0,0.0
780,3,3,3,185.46,0.0,0.0
781,3,4,0,217.53,0.0,0.0
782,3,4,1,217.53,0.0,0.0
783,3,4,2,217.53,0.0,0.0
784,3,4,3,217.53,0.0,0.0
785,3,5,0,261.21,0.0,0.0
786,3,5,1,261.21,0.0,0.0
787,3,5,2,261.21,0.0,0.0
788,3,5,3,261.21,0.0,0.0
789,3,6,0,305.15,0.0,0.0
790,3,6,1,305.15,0.0,0.0
791,3,6,2,305.15,0.0,0.0
792,3,6,3,305.15,0.0,0.0
793,3,7,0,322.87,0.0,0.0
794,3,7,1,322.87,0.0,0.0
795,3,7,2,322.87,0.0,0.0
796,3,7,3,322.87,0.0,0.0
797,3,8,0,309.36,0.0,0.0
798,3,8,1,309.36,0.0,0.0
799,3,8,2,309.36,0.0,0.0
800,3,8,3,309.36,0.0,0.0
801,3,9,0,257.28,0.0,0.0
802,3,9,1,257.28,0.0,0.0
803,3,9,2,257.28,0.0,0.0
804,3,9,3,257.28,0.0,0.0
805,3,10,0,207.64,0.0,0.0
806,3,10,1,207.64,0.0,0.0
807,3,10,2,207.64,0.0,0.0
808,3,10,3,207.64,0.0,0.0
809,3,11,0,195.5,0.0,0.0
810,3,11,1,195.5,0.0,0.0
811,3,11,2,195.5,0.0,0.0
812,3,11,3,195.5,0.0,0.0
813,3,12,0,207.78,0.0,0.0
814,3,12,1,207.78,0.0,0.0
815,3,12,2,207.78,0.0,0.0
816,3,12,3,207.78,0.0,0.0
817,3,13,0,252.71,0.0,0.0
818,3,13,1,252.71,0.0,0.0
819,3,13,2,252.71,0.0,0.0
820,3,13,3,252.71,0.0,0.0
821,3,14,0,300.12,0.0,0.0
822,3,14,1,300.12,0.0,0.0
823,3,14,2,300.12,0.0,0.0
824,3,14,3,300.12,0.0,0.0
825,3,15,0,320.05,0.0,0.0
826,3,15,1,320.05,0.0,0.0
827,3,15,2,320.05,0.0,0.0
828,3,15,3,320.05,0.0,0.0
829,3,16,0,321.34,0.0,0.0
830,3,16,1,321.34,0.0,0.0
831,3,16,2,321.34,0.0,0.0
832,3,16,3,321.34,0.0,0.0
833,3,17,0,301.58,0.0,0.0
834,3,17,1,301.58,0.0,0.0
835,3,17,2,301.58,0.0,0.0
836,3,17,3,301.58,0.0,0.0
837,3,18,0,281.77,0.0,0.0
838,3,18,1,281.77,0.0,0.0
839,3,18,2,281.77,0.0,0.0
840,3,18,3,281.77,0.0,0.0
841,3,19,0,278.76,0.0,0.0
842,3,19,1,278.76,0.0,0.0
843,3,19,2,278.76,0.0,0.0
844,3,19,3,278.76,0.0,0.0
845,3,20,0,285.48,0.0,0.0
846,3,20,1,285.48,0.0,0.0
847,3,20,2,285.48,0.0,0.0
848,3,20,3,285.48,0.0,0.0
849,3,21,0,300.85,0.0,0.0
850,3,21,1,300.85,0.0,0.0
851,3,21,2,300.85,0.0,0.0
852,3,21,3,300.85,0.0,0.0
853,3,22,0,316.89,0.0,0.0
854,3,22,1,316.89,0.0,0.0
855,3,22,2,316.89,0.0,0.0
856,3,22,3,316.89,0.0,0.0
857,3,23,0,330.69,0.0,0.0
858,3,23,1,330.69,0.0,0.0
859,3,23,2,330.69,0.0,0.0
860,3,23,3,330.69,0.0,0.0
861,3,24,0,346.93,0.0,0.0
862,3,24,1,346.93,0.0,0.0
863,3,24,2,346.93,0.0,0.0
864,3,24,3,346.93,0.0,0.0
865,3,25,0,375.25,0.0,0.0
866,3,25,1,375.25,0.0,0.0
867,3,25,2,375.25,0.0,0.0
868,3,25,3,375.25,0.0,0.0
869,3,26,0,403.23,0.0,0.0
870,3,26,1,403.23,0.0,0.0
871,3,26,2,403.23,0.0,0.0
872,3,26,3,403.23,0.0,0.0
873,3,27,0,408.06,0.0,0.0
874,3,27,1,408.06,0.0,0.0
875,3,27,2,408.06,0.0,0.0
876,3,27,3,408.06,0.0,0.0
877,3,28,0,388.74,0.0,0.0
878,3,28,1,388.74,0.0,0.0
879,3,28,2,388.74,0.0,0.0
880,3,28,3,388.74,0.0,0.0
881,3,29,0,349.86,0.0,0.0
882,3,29,1,349.86,0.0,0.0
883,3,29,2,349.86,0.0,0.0
884,3,29,3,349.86,0.0,0.0
885,3,30,0,310.53,0.0,0.0
886,3,30,1,310.53,0.0,0.0
887,3,30,2,310.53,0.0,0.0
888,3,30,3,310.53,0.0,0.0
889,3,31,0,276.87,0.0,0.0
890,3,31,1,276.87,0.0,0.0
891,3,31,2,276.87,0.0,0.0
892,3,31,3,276.87,0.0,0.0
893,3,32,0,239.48,0.0,0.0
894,3,32,1,239.48,0.0,0.0
895,3,32,2,239.48,0.0,0.0
896,3,32,3,239.48,0.0,0.0
897,3,33,0,179.91,0.0,0.0
898,3,33,1,179.91,0.0,0.0
899,3,33,2,179.91,0.0,0.0
900,3,33,3,179.91,0.0,0.0
901,3,34,0,126.25,0.0,0.0
902,3,34,1,126.25,0.0,0.0
903,3,34,2,126.25,0.0,0.0
904,3,34,3,126.25,0.0,0.0
905,3,35,0,114.96,0.0,0.0
906,3,35,1,114.96,0.0,0.0
907,3,35,2,114.96,0.0,0.0
908,3,35,3,114.96,0.0,0.0
909,3,36,0,137.21,0.0,0.0
910,3,36,1,137.21,0.0,0.0
911,3,36,2,137.21,0.0,0.0
912,3,36,3,137.21,0.0,0.0
913,3,37,0,213.35,0.0,0.0
914,3,37,1,213.35,0.0,0.0
915,3,37,2,213.35,0.0,0.0
916,3,37,3,213.35,0.0,0.0
917,3,38,0,297.75,0.0,0.0
918,3,38,1,297.75,0.0,0.0
919,3,38,2,297.75,0.0,0.0
920,3,38,3,297.75,0.0,0.0
921,3,39,0,339.58,0.0,0.0
922,3,39,1,339.58,0.0,0.0
923,3,39,2,339.58,0.0,0.0
924,3,39,3,339.58,0.0,0.0
925,3,40,0,354.18,0.0,0.0
926,3,40,1,354.18,0.0,0.0
927,3,40,2,354.18,0.0,0.0
928,3,40,3,354.18,0.0,0.0
929,3,41,0,345.9,0.0,0.0
930,3,41,1,345.9,0.0,0.0
931,3,41,2,345.9,0.0,0.0
932,3,41,3,345.9,0.0,0.0
933,3,42,0,336.22,0.0,0.0
934,3,42,1,336.22,0.0,0.0
935,3,42,2,336.22,0.0,0.0
936,3,42,3,336.22,0.0,0.0
937,3,43,0,331.98,0.0,0.0
938,3,43,1,331.98,0.0,0.0
939,3,43,2,331.98,0.0,0.0
940,3,43,3,331.98,0.0,0.0
941,3,44,0,321.71,0.0,0.0
942,3,44,1,321.71,0.0,0.0
943,3,44,2,321.71,0.0,0.0
944,3,44,3,321.71,0.0,0.0
945,3,45,0,300.6,0.0,0.0
946,3,45,1,300.6,0.0,0.0
947,3,45,2,300.6,0.0,0.0
948,3,45,3,300.6,0.0,0.0
949,3,46,0,280.1,0.0,0.0
950,3,46,1,280.1,0.0,0.0
951,3,46,2,280.1,0.0,0.0
952,3,46,3,280.1,0.0,0.0
953,3,47,0,273.55,0.0,0.0
954,3,47,1,273.55,0.0,0.0
955,3,47,2,273.55,0.0,0.0
956,3,47,3,273.55,0.0,0.0
957,3,48,0,278.64,0.0,0.0
958,3,48,1,278.64,0.0,0.0
959,3,48,2,278.64,0.0,0.0
960,3,48,3,278.64,0.0,0.0
961,3,49,0,301.67,0.0,0.0
962,3,49,1,301.67,0.0,0.0
963,3,49,2,301.67,0.0,0.0
964,3,49,3,301.67,0.0,0.0
965,3,50,0,324.97,0.0,0.0
966,3,50,1,324.97,0.0,0.0
967,3,50,2,324.97,0.0,0.0
968,3,50,3,324.97,0.0,0.0
969,3,51,0,328.13,0.0,0.0
970,3,51,1,328.13,0.0,0.0
971,3,51,2,328.13,0.0,0.0
972,3,51,3,328.13,0.0,0.0
973,3,52,0,314.6,0.0,0.0
974,3,52,1,314.6,0.0,0.0
975,3,52,2,314.6,0.0,0.0
976,3,52,3,314.6,0.0,0.0
977,3,53,0,282.03,0.0,0.0
978,3,53,1,282.03,0.0,0.0
979,3,53,2,282.03,0.0,0.0
980,3,53,3,282.03,0.0,0.0
981,3,54,0,250.05,0.0,0.0
982,3,54,1,250.05,0.0,0.0
983,3,54,2,250.05,0.0,0.0
984,3,54,3,250.05,0.0,0.0
985,3,55,0,234.33,0.0,0.0
986,3,55,1,234.33,0.0,0.0
987,3,55,2,234.33,0.0,0.0
988,3,55,3,234.33,0.0,0.0
989,3,56,0,228.15,0.0,0.0
990,3,56,1,228.15,0.0,0.0
991,3,56,2,228.15,0.0,0.0
992,3,56,3,228.15,0.0,0.0
993,3,57,0,228.43,0.0,0.0
994,3,57,1,228.43,0.0,0.0
995,3,57,2,228.43,0.0,0.0
996,3,57,3,228.43,0.0,0.0
997,3,58,0,229.31,0.0,0.0
998,3,58,1,229.31,0.0,0.0
999,3,58,2,229.31,0.0,0.0
1000,3,58,3,229.31,0.0,0.0
1001,3,59,0,231.63,0.0,0.0
1002,3,59,1,231.63,0.0,0.0
1003,3,59,2,231.63,0.0,0.0
1004,3,59,3,231.63,0.0,0.0
1005,3,60,0,239.26,0.0,0.0
1006,3,60,1,239.26,0.0,0.0
1007,3,60,2,239.26,0.0,0.0
1008,3,60,3,239.26,0.0,0.0
1009,3,61,0,247.71,0.0,0.0
1010,3,61,1,247.71,0.0,0.0
1011,3,61,2,247.71,0.0,0.0
1012,3,61,3,247.71,0.0,0.0
1013,3,62,0,256.79,0.0,0.0
1014,3,62,1,256.79,0.0,0.0
1015,3,62,2,256.79,0.0,0.0
1016,3,62,3,256.79,0.0,0.0
1017,3,63,0,274.26,0.0,0.0
1018,3,63,1,274.26,0.0,0.0
1019,3,63,2,274.26,0.0,0.0
1020,3,63,3,274.26,0.0,0.0
1021,3,64,0,303.96,0.0,0.0
1022,3,64,1,303.96,0.0,0.0
1023,3,64,2,303.96,0.0,0.0
1024,3,64,3,303.96,0.0,0.0
1025,3,65,0,351.99,0.0,0.0
1026,3,65,1,351.99,0.0,0.0
1027,3,65,2,351.99,0.0,0.0
1028,3,65,3,351.99,0.0,0.0
1029,3,66,0,401.33,0.0,0.0
1030,3,66,1,401.33,0.0,0.0
1031,3,66,2,401.33,0.0,0.0
1032,3,66,3,401.33,0.0,0.0
1033,3,67,0,433.32,0.0,0.0
1034,3,67,1,433.32,0.0,0.0
1035,3,67,2,433.32,0.0,0.0
1036,3,67,3,433.32,0.0,0.0
1037,3,68,0,452.8,0.0,0.0
1038,3,68,1,452.8,0.0,0.0
1039,3,68,2,452.8,0.0,0.0
1040,3,68,3,452.8,0.0,0.0
1041,3,69,0,477.47,0.0,0.0
1042,3,69,1,477.47,0.0,0.0
1043,3,69,2,477.47,0.0,0.0
1044,3,69,3,477.47,0.0,0.0
1045,3,70,0,500.13,0.0,0.0
1046,3,70,1,500.13,0.0,0.0
1047,3,70,2,500.13,0.0,0.0
1048,3,70,3,500.13,0.0,0.0
1049,3,71,0,488.16,0.0,0.0
1050,3,71,1,488.16,0.0,0.0
1051,3,71,2,488.16,0.0,0.0
1052,3,71,3,488.16,0.0,0.0
1053,3,72,0,432.46,0.0,0.0
1054,3,72,1,432.46,0.0,0.0
1055,3,72,2,432.46,0.0,0.0
1056,3,72,3,432.46,0.0,0.0
1057,3,73,0,319.08,0.0,0.0
1058,3,73,1,319.08,0.0,0.0
1059,3,73,2,319.08,0.0,0.0
1060,3,73,3,319.08,0.0,0.0
1061,3,74,0,214.87,0.0,0.0
1062,3,74,1,214.87,0.0,0.0
1063,3,74,2,214.87,0.0,0.0
1064,3,74,3,214.87,0.0,0.0
1065,3,75,0,174.16,0.0,0.0
1066,3,75,1,174.16,0.0,0.0
1067,3,75,2,174.16,0.0,0.0
1068,3,75,3,174.16,0.0,0.0
1069,3,76,0,170.26,0.0,0.0
1070,3,76,1,170.26,0.0,0.0
1071,3,76,2,170.26,0.0,0.0
1072,3,76,3,170.26,0.0,0.0
1073,3,77,0,203.27,0.0,0.0
1074,3,77,1,203.27,0.0,0.0
1075,3,77,2,203.27,0.0,0.0
1076,3,77,3,203.27,0.0,0.0
1077,3,78,0,239.51,0.0,0.0
1078,3,78,1,239.51,0.0,0.0
1079,3,78,2,239.51,0.0,0.0
1080,3,78,3,239.51,0.0,0.0
1081,3,79,0,260.63,0.0,0.0
1082,3,79,1,260.63,0.0,0.0
1083,3,79,2,260.63,0.0,0.0
1084,3,79,3,260.63,0.0,0.0
1085,3,80,0,283.8,0.0,0.0
1086,3,80,1,283.8,0.0,0.0
1087,3,80,2,283.8,0.0,0.0
1088,3,80,3,283.8,0.0,0.0
1089,3,81,0,316.53,0.0,0.0
1090,3,81,1,316.53,0.0,0.0
1091,3,81,2,316.53,0.0,0.0
1092,3,81,3,316.53,0.0,0.0
1093,3,82,0,349.28,0.0,0.0
1094,3,82,1,349.28,0.0,0.0
1095,3,82,2,349.28,0.0,0.0
1096,3,82,3,349.28,0.0,0.0
1097,3,83,0,365.01,0.0,0.0
1098,3,83,1,365.01,0.0,0.0
1099,3,83,2,365.01,0.0,0.0
1100,3,83,3,365.01,0.0,0.0
1101,3,84,0,363.06,0.0,0.0
1102,3,84,1,363.06,0.0,0.0
1103,3,84,2,363.06,0.0,0.0
1104,3,84,3,363.06,0.0,0.0
1105,3,85,0,348.9,0.0,0.0
1106,3,85,1,348.9,0.0,0.0
1107,3,85,2,348.9,0.0,0.0
1108,3,85,3,348.9,0.0,0.0
1109,3,86,0,333.74,0.0,0.0
1110,3,86,1,333.74,0.0,0.0
1111,3,86,2,333.74,0.0,0.0
1112,3,86,3,333.74,0.0,0.0
1113,3,87,0,316.51,0.0,0.0
1114,3,87,1,316.51,0.0,0.0
1115,3,87,2,316.51,0.0,0.0
1116,3,87,3,316.51,0.0,0.0
1117,3,88,0,289.93,0.0,0.0
1118,3,88,1,289.93,0.0,0.0
1119,3,88,2,289.93,0.0,0.0
1120,3,88,3,289.93,0.0,0.0
1121,3,89,0,249.98,0.0,0.0
1122,3,89,1,249.98,0.0,0.0
1123,3,89,2,249.98,0.0,0.0
1124,3,89,3,249.98,0.0,0.0
1125,3,90,0,211.28,0.0,0.0
1126,3,90,1,211.28,0.0,0.0
1127,3,90,2,211.28,0.0,0.0
1128,3,90,3,211.28,0.0,0.0
1129,3,91,0,187.63,0.0,0.0
1130,3,91,1,187.63,0.0,0.0
1131,3,91,2,187.63,0.0,0.0
1132,3,91,3,187.63,0.0,0.0
1133,3,92,0,174.33,0.0,0.0
1134,3,92,1,174.33,0.0,0.0
1135,3,92,2,174.33,0.0,0.0
1136,3,92,3,174.33,0.0,0.0
1137,3,93,0,170.29,0.0,0.0
1138,3,93,1,170.29,0.0,0.0
1139,3,93,2,170.29,0.0,0.0
1140,3,93,3,170.29,0.0,0.0
1141,3,94,0,166.47,0.0,0.0
1142,3,94,1,166.47,0.0,0.0
1143,3,94,2,166.47,0.0,0.0
1144,3,94,3,166.47,0.0,0.0
1145,3,95,0,158.58,0.0,0.0
1146,3,95,1,158.58,0.0,0.0
1147,3,95,2,158.58,0.0,0.0
1148,3,95,3,158.58,0.0,0.0
1149,3,96,0,150.62,0.0,0.0
1150,3,96,1,150.62,0.0,0.0
1151,3,96,2,150.62,0.0,0.0
1152,3,96,3,150.62,0.0,0.0
